pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,sy_jmag,sy_kmag,sy_tmag,sy_kepmag,sy_gaiamag,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
TOI-1801 b,TOI-1801,Gaia DR3 3980045523465047168,Gaia DR2 3980045523465047168,TIC 119584412,,175.5755995,23.0270335,11.58,8.649,7.805,9.85623,,10.8269,3863.0,4.78,-0.19,0.556,0.547,M0.5+/-0.5 V,-1.23003,0.7,0.1,-0.1,15.98,10.64387,2.079,2.6991119,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-5634 A b,TOI-5634 A,Gaia DR3 3979511431397114752,Gaia DR2 3979511431397114752,TIC 119585136,,175.6436366,20.9652921,16.854,13.696,12.913,14.9839,,15.9978,3896.0,4.73,-0.27,0.556,0.54,,-1.24489,7.4,4.5,-4.7,,2.2035373,10.42,1.67,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-85 A b,WASP-85 A,Gaia DR3 3909745223886018432,Gaia DR2 3909745223886018432,TIC 380619414,,175.9080328,6.5637842,10.72,9.275,8.733,10.15,10.247,10.6241,6112.0,4.48,0.118,1.09,0.935,G5 V,-0.07144,,,,15.1,2.6556777,13.89916,2.59584,K2,2016,K2
K2-48 b,K2-48,Gaia DR3 3799841752426128896,Gaia DR2 3799841752426128896,TIC 397022282,,176.1233077,3.2723812,14.345,12.43,11.838,13.3379,14.019,13.9677,4899.0,4.603,-0.19,0.77,0.73,,-0.65663,,,,,20.5065,2.24,3.01,K2,2016,K2
NGTS-13 b,NGTS-13,Gaia DR3 5385076140853434752,Gaia DR2 5385076140853434752,TIC 454069765,,176.2402326,-38.1397158,12.744,11.481,11.141,12.1137,,12.5691,5819.0,4.04,0.25,1.3,1.788,,0.5172,4.23,2.65,-1.59,,4.119027,12.800678,5.2224,Next-Generation Transit Survey (NGTS),2021,NGTS
NGTS-12 b,NGTS-12,Gaia DR3 3464620139089832960,Gaia DR2 3464620139089832960,TIC 157230659,,176.2499418,-35.640563,12.382,10.992,10.588,11.6634,,12.1279,5690.0,4.045,-0.03,1.021,1.589,G,0.33843,9.4,1.5,-1.5,,7.532806,11.747032,5.85,Next-Generation Transit Survey (NGTS),2020,NGTS
K2-9 b,K2-9,Gaia DR3 3795633852707093120,Gaia DR2 3795633852707093120,TIC 82050863,,176.263724,0.0054085,15.86,12.451,11.495,13.7256,14.957,14.8665,3390.0,4.816,-0.25,0.3,0.31,M2.5 V,-1.92082,1.0,,,,18.4498,2.25,2.8397,K2,2015,K2
WASP-129 b,WASP-129,Gaia DR3 5380888758195682944,Gaia DR2 5380888758195682944,TIC 61538902,,176.2990518,-42.0639575,12.179,10.725,10.412,11.3743,,11.8127,5900.0,4.53,0.15,1.0,0.9,G1,0.11182,1.0,0.9,-0.9,,5.748145,10.42437,2.6856,SuperWASP-South,2016,WASP
HATS-53 b,HATS-53,Gaia DR3 3465357945752055040,Gaia DR2 3465357945752055040,TIC 157266693,,176.628323,-33.8600764,13.944,12.458,12.046,13.1648,,13.6564,5644.0,4.34,,0.964,1.101,,0.04532,9.0,1.9,-1.9,,3.8537768,15.02006,3.5064,HATSouth,2017,HAT
K2-42 b,K2-42,Gaia DR3 3599651986730350464,Gaia DR2 3599651986730350464,TIC 82054726,,176.6657559,-5.1720463,15.006,12.982,12.284,13.9576,14.632,14.6336,4613.0,4.659,,0.702,0.643,,-0.70324,,,,,6.68796,2.15,3.04,K2,2016,K2
HATS-2 b,HATS-2,Gaia DR3 3492502001623237888,Gaia DR2 3492502001623237888,TIC 413376180,,176.7388264,-22.5630097,13.565,11.906,11.386,12.7492,,13.3419,5227.0,4.51,0.15,0.904,0.876,K,-0.268,7.2,4.7,-8.1,22.46,1.35413379,12.57647635,2.0688,HATSouth,2013,HAT
K2-49 b,K2-49,Gaia DR3 3895843479901597440,Gaia DR2 3895843479901597440,TIC 325335564,,177.3202331,3.4755183,15.668,13.463,12.729,14.5115,15.288,15.2444,4175.0,4.81,,0.51,0.45,,-0.77386,,,,,2.77065,1.93,2.307,K2,2016,K2
TOI-1803 b,TOI-1803,Gaia DR3 4031575166693272832,Gaia DR2 4031575166693272832,TIC 144401492,,178.0461054,35.1718001,11.871,10.283,9.658,11.1476,,11.7705,4687.0,4.62,0.014,0.756,0.715,,-0.65365,1.4,0.12,-0.16,13.659,6.293287,2.99,2.59,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-1803 c,TOI-1803,Gaia DR3 4031575166693272832,Gaia DR2 4031575166693272832,TIC 144401492,,178.0461054,35.1718001,11.871,10.283,9.658,11.1476,,11.7705,4687.0,4.62,0.014,0.756,0.715,,-0.65365,1.4,0.12,-0.16,13.659,12.885779,4.29,2.4,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
K2-14 b,K2-14,Gaia DR3 3892632287473304064,Gaia DR2 3892632287473304064,TIC 366683184,,178.0568745,2.5941222,15.78,13.416,12.611,14.611,15.547,15.5348,3789.0,4.891,-0.37,0.47,0.45,M0,-0.96847,,,,,8.36802,4.81,2.3304,K2,2015,K2
K2-15 b,K2-15,Gaia DR3 3896271842760486272,Gaia DR2 3896271842760486272,TIC 366696612,,178.1105741,4.2546649,14.758,13.067,12.495,13.8622,14.403,14.4237,5131.0,4.571,-0.46,0.72,0.68,G8,-0.45314,,,,,11.8104,2.48,2.4024,K2,2015,K2
K2-6 b,K2-6,Gaia DR3 3794479262419500160,Gaia DR2 3794479262419500160,TIC 446672575,,178.1921152,-1.1984418,12.66,11.44,11.069,12.0593,12.51,12.5018,5850.0,4.398,-0.14,0.97,0.96,,-0.12006,,,,,30.94191,2.5,5.28,K2,2015,K2
K2-17 b,K2-17,Gaia DR3 3899064464855774592,Gaia DR2 3899064464855774592,TIC 291090078,,178.3296746,6.4123178,13.411,11.076,10.308,12.2066,12.997,13.0023,4320.0,4.798,0.15,0.71,0.66,K7,-0.9966,,,,,17.96753,2.23,2.592,K2,2015,K2
TOI-776 c,TOI-776,Gaia DR3 3460438662009633408,Gaia DR2 3460438662009633408,TIC 306996324,,178.577997,-37.5533568,11.536,8.483,7.615,9.73597,,10.7409,3725.0,4.8,-0.21,0.542,0.547,M1 V,-1.3098,6.1,7.0,-5.5,21.13,15.665323,2.047,2.932,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-776 b,TOI-776,Gaia DR3 3460438662009633408,Gaia DR2 3460438662009633408,TIC 306996324,,178.577997,-37.5533568,11.536,8.483,7.615,9.73597,,10.7409,3725.0,4.8,-0.21,0.542,0.547,M1 V,-1.3098,6.1,7.0,-5.5,21.13,8.24662,1.798,2.382,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
EPIC 201238110 b,EPIC 201238110,Gaia DR3 3600975145895223040,Gaia DR2 3600975145895223040,TIC 35019000,,179.7058532,-3.3894613,16.014,12.759,11.933,14.1497,14.904,15.2612,3587.0,4.77613,,0.41,0.374,,-1.50834,,,,,28.1656,1.87,3.36,K2,2019,K2
K2-242 b,K2-242,Gaia DR3 3595647565382917120,Gaia DR2 3595647565382917120,TIC 152701771,,179.8358421,-6.5178542,16.414,12.621,11.777,14.145,15.615,15.3818,3459.0,4.89,-0.01,0.38,0.37,,-1.808,,,,,6.51389,2.54,2.0,K2,2018,K2
K2-158 b,K2-158,Gaia DR3 3596003497911958528,Gaia DR2 3596003497911958528,TIC 35021200,,179.9397081,-5.7216879,11.774,10.432,9.974,11.1171,11.678,11.6134,5503.0,4.45,0.07,0.92,0.95,,-0.16298,,,,,10.06049,2.64,3.8,K2,2018,K2
K2-158 c,K2-158,Gaia DR3 3596003497911958528,Gaia DR2 3596003497911958528,TIC 35021200,,179.9397081,-5.7216879,11.774,10.432,9.974,11.1171,11.678,11.6134,5503.0,4.45,0.07,0.92,0.95,,-0.16298,,,,,5.90279,1.28,5.0,K2,2018,K2
HATS-56 b,HATS-56,Gaia DR3 6144125887169672064,Gaia DR2 6144125887172751232,TIC 272213425,,180.165072,-45.7994559,11.477,10.514,10.251,11.1138,,11.4877,6536.0,3.949,0.19,1.573,2.201,,0.89763,1.894,0.077,-0.077,,4.324799,18.920792,4.6416,HATSouth,2019,HAT
HATS-67 b,HATS-67,Gaia DR3 6144060260072337024,Gaia DR2 6144060260072337024,TIC 272212970,,180.2087883,-46.1364201,13.698,12.638,12.327,13.174,,13.5596,6594.0,4.278,0.332,1.435,1.441,,0.54654,0.51,0.24,-0.24,,1.6091788,18.887165,1.9464,HATSouth,2018,HAT
K2-159 b,K2-159,Gaia DR3 3600851450836925312,Gaia DR2 3600851450836925312,TIC 35064295,,180.5408896,-3.5809053,11.995,10.462,9.978,11.1353,11.729,11.6397,5425.0,4.56,-0.07,0.9,0.83,,-0.29599,,,,,12.42205,2.26,3.3,K2,2018,K2
NGTS-18 b,NGTS-18,Gaia DR3 3462511310147530752,Gaia DR2 3462511310147530752,TIC 142211778,,180.5462193,-35.5486091,14.588,13.265,12.87,13.9069,,14.3896,5610.0,4.16,0.15,1.003,1.392,G5 V,0.2703,10.84,1.28,-1.45,,3.05125,13.56286665,3.601,Next-Generation Transit Survey (NGTS),2021,NGTS
K2-243 c,K2-243,Gaia DR3 3597570989175080576,Gaia DR2 3597570989175080576,TIC 96199085,,181.1211419,-4.8991358,10.971,9.852,9.591,10.3748,10.897,10.7424,6570.0,4.26,-0.03,1.29,1.39,,0.42675,,,,,24.94598,2.01,5.2,K2,2018,K2
K2-243 b,K2-243,Gaia DR3 3597570989175080576,Gaia DR2 3597570989175080576,TIC 96199085,,181.1211419,-4.8991358,10.971,9.852,9.591,10.3748,10.897,10.7424,6570.0,4.26,-0.03,1.29,1.39,,0.42675,,,,,11.54182,2.17,3.7,K2,2018,K2
K2-241 b,K2-241,Gaia DR3 3594882751966012160,Gaia DR2 3594882751966012160,TIC 152805642,,181.2386829,-6.8052985,11.97,10.442,9.933,11.2209,11.858,11.7562,5262.0,4.54,-0.44,0.71,0.75,,-0.44608,,,,,26.8199,2.55,4.1,K2,2018,K2
TOI-3884 b,TOI-3884,Gaia DR3 3919169687804622336,Gaia DR2 3919169687804622336,TIC 86263325,,181.5718341,12.5070258,15.744,11.127,10.24,12.9113,,14.2747,3180.0,4.97,0.04,0.298,0.302,M4,-2.03152,,,,,4.5445828,6.43,1.6,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-246 b,K2-246,Gaia DR3 3697828548204889344,Gaia DR2 3697828548204889344,TIC 56721373,,181.6296115,-1.1606,14.792,13.168,12.788,13.8852,14.423,14.3512,5610.0,4.43,-0.19,0.87,0.94,,-0.15088,,,,,5.76918,3.49,3.4,K2,2018,K2
K2-152 b,K2-152,Gaia DR3 3596508242468505216,Gaia DR2 3596508242468505216,TIC 56754291,,181.6324078,-5.8274311,13.728,10.956,10.096,12.1016,13.114,13.0383,4044.0,4.67,0.12,0.63,0.61,M0.0 V,-1.06048,,,,,32.6479,2.29,4.0,K2,2018,K2
K2-132 b,K2-132,Gaia DR3 3582339626395387264,Gaia DR2 3582339626395387264,TIC 152852327,,182.1662666,-8.7472172,12.071,10.153,9.54,11.0295,11.651,11.64,4840.0,3.297,-0.01,1.08,3.85,,0.94349,8.5,4.5,-2.8,,9.1751,14.5717,7.169,K2,2017,K2
K2-163 b,K2-163,Gaia DR3 3697972721667206144,Gaia DR2 3697972721667206144,TIC 56760743,,182.3292517,-0.5393421,13.078,11.31,10.627,12.1703,12.819,12.8062,4937.0,4.71,0.14,0.826112,0.762201,,-0.54141,,,,,6.673117,2.46610713,,K2,2018,K2
K2-252 b,K2-252,Gaia DR3 3582392123779246336,Gaia DR2 3582392123779246336,TIC 152868838,,182.3663818,-8.3096141,12.93,11.236,10.683,12.0482,12.64,12.6201,5152.0,4.5,-0.09,0.79,0.82,,-0.40842,,,,,13.81513,1.74,3.6,K2,2018,K2
K2-156 b,K2-156,Gaia DR3 3596250888028092160,Gaia DR2 3596250888028092160,TIC 176868262,,182.699673,-6.2943552,13.4,11.139,10.391,12.2048,12.947,12.9484,4460.0,4.7,-0.33,0.66,0.62,,-0.83803,,,,,0.813143,1.1,1.3,K2,2018,K2
K2-131 b,K2-131,Gaia DR3 3580920878437938688,Gaia DR2 3580920878437938688,TIC 176868951,,182.751404,-9.7652392,12.129,10.57,10.051,11.3328,11.937,11.8999,5120.0,4.61,-0.04,0.803,0.7595,,-0.47906,5.3,4.9,-3.7,9.194,0.3693038,1.69,1.0027781,K2,2017,K2
K2-248 b,K2-248,Gaia DR3 3582057258065666816,Gaia DR2 3582057258065666816,TIC 176869982,,182.8173343,-9.4141696,13.497,12.079,11.643,12.7652,13.318,13.2616,5528.0,4.45,-0.1,0.88,0.92,,-0.18938,,,,,7.17256,2.57,2.8,K2,2018,K2
WASP-56 b,WASP-56,Gaia DR3 4001613814138156416,Gaia DR2 4001613814138156416,TIC 347329162,,183.3660401,23.055687,12.091,10.874,10.532,11.5384,,12.0028,5600.0,4.5,0.12,0.71,0.96,G6,0.10256,6.2,3.0,-2.1,,4.6171,10.53646,3.5616,SuperWASP,2012,WASP
K2-249 b,K2-249,Gaia DR3 3582098107498270208,Gaia DR2 3582098107498270208,TIC 176910179,,183.3667344,-8.9952309,12.646,11.27,10.883,11.9675,12.459,12.4497,6504.0,4.16,0.04,1.32,1.57,,0.33627,,,,,12.409,2.79,5.9,K2,2018,K2
K2-244 b,K2-244,Gaia DR3 3597981377595128704,Gaia DR2 3597981377595128704,TIC 56814628,,183.4686492,-3.8318097,11.78,10.555,10.163,11.188,11.696,11.6317,5677.0,4.44,-0.29,0.86,0.92,,-0.118,,,,,21.06884,1.75,3.9,K2,2018,K2
HD 106315 b,HD 106315,Gaia DR3 3698307419878650240,Gaia DR2 3698307419878650240,TIC 56815340,HD 106315,183.4724742,-0.3934357,8.951,8.116,7.853,8.56338,9.234,8.88841,6327.0,4.252,-0.311,1.091,1.296,F5 V,0.39454,4.48,0.96,-0.96,,9.55237,2.44,3.775,K2,2017,K2
HD 106315 c,HD 106315,Gaia DR3 3698307419878650240,Gaia DR2 3698307419878650240,TIC 56815340,HD 106315,183.4724742,-0.3934357,8.951,8.116,7.853,8.56338,9.234,8.88841,6327.0,4.252,-0.311,1.091,1.296,F5 V,0.39454,4.48,0.96,-0.96,,21.05704,4.35,4.638,K2,2017,K2
TOI-4860 b,TOI-4860,Gaia DR3 3571038605366263424,Gaia DR2 3571038605366263424,TIC 335590096,,183.563961,-13.1748411,16.47,12.056,11.175,13.7726,,15.1091,3260.0,4.86,0.27,0.34,0.358,M3.5 V,-1.83565,4.5,,,,1.5227591,8.7,1.231,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-226 b,K2-226,Gaia DR3 3581264372742210048,Gaia DR2 3581264372742210048,TIC 176938958,,183.6456643,-9.5626286,12.337,10.697,10.223,11.5473,12.042,12.0917,5288.0,4.473,-0.05,0.856,0.889,,-0.25337,9.6,3.0,-4.7,,3.27109,1.53899305,2.3232,K2,2018,K2
EPIC 201595106 b,EPIC 201595106,Gaia DR3 3701123406596146048,Gaia DR2 3701123406596146048,TIC 397052808,,183.7203635,1.9681688,11.746,10.588,10.218,11.2023,11.678,11.6477,5679.0,4.435,0.01,0.958,0.98,,-0.04915,6.0,2.6,-2.9,28.0,0.87724,1.565,1.0008,K2,2021,K2
K2-157 b,K2-157,Gaia DR3 3596333042162818304,Gaia DR2 3596333042162818304,TIC 349445372,,183.7514959,-5.7820178,12.942,11.398,10.98,12.1305,12.604,12.6419,5334.0,4.45,0.02,0.89,0.86,G9 V,-0.2102,8.8,4.0,-4.0,,0.3652575,0.935,1.161,K2,2018,K2
K2-161 b,K2-161,Gaia DR3 3598019899158204160,Gaia DR2 3598019894861833856,TIC 349445839,,183.7938491,-3.4956913,12.718,10.852,10.261,11.751,12.358,12.3574,4972.0,3.63,-0.03,0.986876,2.568173,,0.91922,,,,,9.283188,6.11721229,,K2,2018,K2
K2-153 b,K2-153,Gaia DR3 3700937760929835648,Gaia DR2 3700937760929835648,TIC 397056271,,183.8088709,2.0208765,14.96,12.023,11.207,13.2766,14.331,14.2706,3845.0,4.73,-0.09,0.55,0.53,M3.0 V,-1.36653,,,,,7.51574,2.0,2.3,K2,2018,K2
TOI-782 b,TOI-782,Gaia DR3 3518374197418907648,Gaia DR2 3518374197418907648,TIC 429358906,,183.9203614,-18.9103377,14.83,10.675,9.86,12.2875,,13.5645,3370.0,4.804,0.34,0.397,0.413,,-1.70246,,,,65.257,8.0240015,2.734,1.7082731,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-160 b,K2-160,Gaia DR3 3598004677793811584,Gaia DR2 3598004677793811584,TIC 349456525,,184.0545174,-3.5530888,12.838,11.427,11.037,12.0799,12.486,12.542,5649.0,4.61,0.07,0.982829,0.913754,,-0.13676,,,,,3.705871,3.17824034,,K2,2018,K2
EPIC 201427007 b,EPIC 201427007,Gaia DR3 3698079992771142784,Gaia DR2 3698079992771142784,TIC 66664249,,184.6021322,-0.5512886,14.321,12.975,12.581,13.6514,14.219,14.147,5633.0,4.4,-0.053,0.93,0.94,,-0.04875,,,,,0.72091,1.5,,K2,2021,K2
K2-165 c,K2-165,Gaia DR3 3700016198387202304,Gaia DR2 3700016198387202304,TIC 149969625,,184.9004881,0.968327,11.332,10.055,9.536,10.7875,11.415,11.3272,5185.0,4.46,-0.05,0.834847,0.803827,,-0.36982,,,,,4.382745,1.55409035,,K2,2018,K2
K2-165 d,K2-165,Gaia DR3 3700016198387202304,Gaia DR2 3700016198387202304,TIC 149969625,,184.9004881,0.968327,11.332,10.055,9.536,10.7875,11.415,11.3272,5185.0,4.46,-0.05,0.834847,0.803827,,-0.36982,,,,,14.101361,2.64809498,2.7078373,K2,2018,K2
K2-165 b,K2-165,Gaia DR3 3700016198387202304,Gaia DR2 3700016198387202304,TIC 149969625,,184.9004881,0.968327,11.332,10.055,9.536,10.7875,11.415,11.3272,5185.0,4.46,-0.05,0.834847,0.803827,,-0.36982,,,,,2.354992,1.27443657,,K2,2018,K2
TOI-5616 b,TOI-5616,Gaia DR3 1545570133528453888,Gaia DR2 1545570133528453888,TIC 154220877,,184.9016378,48.6832895,16.74,13.566,12.735,14.6877,,15.6306,3996.0,4.67,0.14,0.666,0.646,,-0.99268,7.2,4.4,-4.5,,2.002849,10.78,1.66,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-4551 b,TOI-4551,Gaia DR3 3476605537386300032,Gaia DR2 3476605537386300032,TIC 204650483,,184.9787579,-25.8278531,9.973,8.133,7.524,9.02765,,9.641,4896.0,3.48,0.23,1.31,3.55,,0.80277,4.92,2.45,-1.33,,9.95581,11.85910158,10.474,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-250 b,K2-250,Gaia DR3 3582706794559052160,Gaia DR2 3582706794559052160,TIC 98591691,,185.0315429,-8.9757427,14.314,12.539,12.016,13.3793,13.948,13.9725,5003.0,4.544,-0.02,0.809,0.797,,-0.44491,8.2,4.0,-5.0,,4.01392,2.71257333,2.3664,K2,2018,K2
TOI-1279 b,TOI-1279,Gaia DR3 1574358783911530624,Gaia DR2 1574358783911530624,TIC 224297258,,185.0628734,56.2014094,10.714,9.334,8.887,9.99454,,10.4785,5457.0,4.529,-0.079,0.8784,0.8426,,-0.24336,4.2,2.5,-2.2,,9.61419,2.66146528,2.7649671,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-245 b,K2-245,Gaia DR3 3694743765254445312,Gaia DR2 3694743765254445312,TIC 147677253,,185.181563,-1.5909138,12.755,11.499,11.158,12.1485,11.998,12.5639,5793.0,4.16,-0.45,0.83,1.25,,0.1719,,,,,11.89307,4.34,4.2,K2,2018,K2
EPIC 201615463 c,K2-166,Gaia DR3 3701015375282968064,Gaia DR2 3701015375282968064,TIC 377171980,,185.1880932,2.2823788,12.081,10.952,10.637,11.549,11.964,11.9456,5960.0,4.09,0.09,1.073,1.61,,0.45848,,,,,3.80464,1.22,,K2,2019,K2
K2-166 b,K2-166,Gaia DR3 3701015375282968064,Gaia DR2 3701015375282968064,TIC 377171980,,185.1880932,2.2823788,12.081,10.952,10.637,11.549,11.964,11.9456,5960.0,4.09,0.09,1.16,1.61,,0.45848,,,,,8.52695,2.19,3.7,K2,2018,K2
K2-223 c,K2-223,Gaia DR3 3578046995560843520,Gaia DR2 3578046995560843520,TIC 98594138,,185.306183,-10.2820915,11.443,10.177,9.835,10.8242,11.325,11.2736,5859.0,4.5,0.19,1.06,1.0,,-0.03543,,,,,4.562546,1.5,2.8,K2,2018,K2
K2-223 b,K2-223,Gaia DR3 3578046995560843520,Gaia DR2 3578046995560843520,TIC 98594138,,185.306183,-10.2820915,11.443,10.177,9.835,10.8242,11.325,11.2736,5859.0,4.5,0.19,1.06,1.0,,-0.03543,,,,,0.50557,0.89,0.9,K2,2018,K2
WASP-87 b,WASP-87,Gaia DR3 6077185317188247936,Gaia DR2 6077185317188247936,TIC 15445551,,185.3246821,-52.8408163,10.727,9.832,9.552,10.349,,10.7091,6450.0,4.32,,1.204,1.627,,0.53683,,,,,1.682795,15.524465,3.0314666,Anglo-Australian Telescope,2016,Other
K2-254 b,K2-254,Gaia DR3 3596876269626641664,Gaia DR2 3596876269626641664,TIC 147683165,,185.5507926,-4.7172908,14.238,11.986,11.296,13.018,13.765,13.7427,4629.0,4.64,-0.14,0.71,0.67,,-0.82244,,,,,4.09639,1.63,1.6,K2,2018,K2
K2-254 c,K2-254,Gaia DR3 3596876269626641664,Gaia DR2 3596876269626641664,TIC 147683165,,185.5507926,-4.7172908,14.238,11.986,11.296,13.018,13.765,13.7427,4629.0,4.64,-0.14,0.71,0.67,,-0.82244,,,,,12.11839,2.19,2.4,K2,2018,K2
K2-162 b,K2-162,Gaia DR3 3694878833385971840,Gaia DR2 3694878833385971840,TIC 94892940,,186.0383865,-1.111479,12.278,10.517,9.898,11.3314,11.961,11.9662,4842.0,4.63,-0.17,0.75,0.69,,-0.65691,,,,,9.45889,1.44,3.0,K2,2018,K2
K2-253 b,K2-253,Gaia DR3 3584368019189709952,Gaia DR2 3584368019189709952,TIC 98669309,,186.0853062,-6.3789537,15.002,13.492,12.947,14.1768,14.665,14.7042,6027.0,4.39,0.0,1.08,1.1,,-0.07738,,,,,4.00167,12.67,2.1,K2,2018,K2
TOI-2068 b,TOI-2068,Gaia DR3 1581657479535392256,Gaia DR2 1581657479535392256,TIC 417931300,,186.27356,60.4183455,13.007,9.872,9.007,11.1806,,12.221,3710.0,4.729,0.27,0.559,0.535,,-1.31069,7.0,4.6,-5.0,,7.768915,1.821,2.06,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
EPIC 229004835 b,EPIC 229004835,Gaia DR3 3694798019281730944,Gaia DR2 3694798014985230336,TIC 94924543,,186.4860415,-1.4047214,10.23,9.061,8.725,9.63123,10.151,10.0494,5868.0,4.47031,-0.12,0.97,0.999,,0.02989,4.9,1.9,-1.7,,16.141132,2.332,2.1,K2,2023,K2
TOI-1451 b,TOI-1451,Gaia DR3 1581799694493008384,Gaia DR2 1581799694493008384,TIC 417931607,,186.5242821,61.2589289,9.584,8.38,8.073,8.9989,,9.42861,5801.0,4.424,0.019,1.0022,1.0162,,0.02449,4.0,1.9,-1.7,,16.537944,2.61143902,3.0940434,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-225 b,K2-225,Gaia DR3 3579573358218514944,Gaia DR2 3579573358218514944,TIC 98677125,,186.5410958,-9.6248232,11.836,10.362,9.954001,11.0277,11.535,11.5203,5520.0,4.148,0.486,1.482,1.7,,0.38202,0.0121,0.0039,-0.0032,,15.8723,3.60929179,6.192,K2,2018,K2
HD 108236 f,HD 108236,Gaia DR3 6125644402384918784,Gaia DR2 6125644402384918784,TIC 260647166,HD 108236,186.5740627,-51.3630519,9.25,8.046,7.637,8.6522,,9.08745,5660.0,4.49,-0.28,0.869,0.877,G3 V,-0.14997,6.7,4.0,-5.1,,29.54115,2.017,3.27,CHaracterising ExOPlanets Satellite (CHEOPS),2021,Other
HD 108236 b,HD 108236,Gaia DR3 6125644402384918784,Gaia DR2 6125644402384918784,TIC 260647166,HD 108236,186.5740627,-51.3630519,9.25,8.046,7.637,8.6522,,9.08745,5660.0,4.49,-0.28,0.869,0.877,G3 V,-0.14997,6.7,4.0,-5.1,,3.795963,1.615,2.384,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
HD 108236 e,HD 108236,Gaia DR3 6125644402384918784,Gaia DR2 6125644402384918784,TIC 260647166,HD 108236,186.5740627,-51.3630519,9.25,8.046,7.637,8.6522,,9.08745,5660.0,4.49,-0.28,0.869,0.877,G3 V,-0.14997,6.7,4.0,-5.1,,19.590025,3.083,4.2,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
HD 108236 d,HD 108236,Gaia DR3 6125644402384918784,Gaia DR2 6125644402384918784,TIC 260647166,HD 108236,186.5740627,-51.3630519,9.25,8.046,7.637,8.6522,,9.08745,5660.0,4.49,-0.28,0.869,0.877,G3 V,-0.14997,6.7,4.0,-5.1,,14.175685,2.539,3.85,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
HD 108236 c,HD 108236,Gaia DR3 6125644402384918784,Gaia DR2 6125644402384918784,TIC 260647166,HD 108236,186.5740627,-51.3630519,9.25,8.046,7.637,8.6522,,9.08745,5660.0,4.49,-0.28,0.869,0.877,G3 V,-0.14997,6.7,4.0,-5.1,,6.203449,2.071,2.86,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-1227 b,TOI-1227,Gaia DR3 5842480953772012928,Gaia DR2 5842480953772012928,TIC 360156606,,186.7673635,-72.4518501,16.999,11.89,11.034,13.802,,15.2514,3072.0,4.438,,0.17,0.56,M4.5V-M5V,-2.60033,0.011,0.002,-0.002,1.65,27.36397,9.57246952,4.831,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HATS-58 A b,HATS-58 A,Gaia DR3 6128363666439822208,Gaia DR2 6128363666439822208,TIC 21113347,,186.7873036,-48.9784105,11.572,10.584,10.289,11.4007,,11.7679,7175.0,4.292,,1.461,1.433,,0.68931,0.31,0.33,-0.2,,4.2180896,12.273855,3.18,HATSouth,2019,HAT
K2-259 b,K2-259,Gaia DR3 3700295641843380224,Gaia DR2 3700295641843380224,TIC 377259959,,186.8026947,1.5668631,12.511,11.425,11.115,11.9718,12.515,12.375,6059.0,4.39,0.16,1.14,1.13,,0.16711,,,,,15.48043,2.32,4.2,K2,2018,K2
K2-137 b,K2-137,Gaia DR3 3583729340372873344,Gaia DR2 3583729340372873344,TIC 98720702,,186.870426,-6.1952168,15.94,11.764,10.882,13.2396,14.534,14.4345,3697.0,5.0,-0.059,0.463,0.29,M3 V,-1.48388,,,,,0.179719,0.64,0.6288,K2,2017,K2
K2-229 b,K2-229,Gaia DR3 3583630934082556416,Gaia DR2 3583630929786305280,TIC 98720809,,186.8729195,-6.7218474,10.985,9.518,9.05,10.2496,10.955,10.7861,5315.0,4.6,-0.09,0.87,0.79,G9,-0.38869,5.4,5.2,-3.7,18.1,0.584216,1.0,1.5,K2,2018,K2
K2-229 c,K2-229,Gaia DR3 3583630934082556416,Gaia DR2 3583630929786305280,TIC 98720809,,186.8729195,-6.7218474,10.985,9.518,9.05,10.2496,10.955,10.7861,5315.0,4.59,-0.09,0.87,0.79,G9,-0.38869,5.4,5.2,-3.7,18.1,8.32727,2.03,2.5,K2,2018,K2
